address,bed_room_location_privacy,beds,challenging_behaviors,city,funding_type,nursing_support,overnight_supervision,phone_number,physical_accommodations,profile_id,provider,state,type_of_home,typical_staffing_pattern,updated,url
208 14th Street West,Main Floor /,4,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Hastings,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,850-322-3827,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5130,Divine Heights Healthcare,MN,"CRS/Formerly SLS, ICF, SILS, Out of Metro Crisis Bed",2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5130
5109 W.Old Shakopee Rd,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors",Bloomington,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651 368 1742,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4792,PIONEER HOME CARE LIMITED,MN,"CRS/Formerly SLS, In-Home",1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4792
3226 Hamlet Drive,"Main Floor, Basement /",5,"Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Woodbury,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6518906055,"Hospital Bed, Bathroom Hand Rails",5432,Golden Frontier INC,MN,"In-Home, Respite, Out of Metro Crisis Bed",2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5432
2613 93RD WAY,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",BROOKLYN PARK,"CADI Waiver, TBI, Elderly Waiver, Private Pay",On Site,Awake,6129865888,"Wheelchair, Stair Lift",5301,Home From Home Assisted Living LLC,MN,In-Home,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5301
11008 Schoolcraft Rd,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Positive Support Transition Plan",Burnsville,"DD Waiver, CADI Waiver, TBI",On Call,Awake,7637420305,,5014,Beka Burka AFC,MN,Foster Care,1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5014
6617 Quebec Ave N,Main Floor /,1,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI",On Site,Awake,7632321747,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",3615,Dis-Generation Group INC,MN,In-Home,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3615
6825 46 Ave N,Main Floor /,2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Crystal,"CADI Waiver, TBI",On Site,Awake,763 232 1747,"Hospital Bed, Bathroom Hand Rails",3614,Dis-Generation Group INC,MN,In-Home,2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3614
9032 Prestwick Parkway,"Main Floor, Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI",On Site,Awake,763-2322-1747,Bathroom Hand Rails,4960,Dis-Generation Group INC,MN,In-Home,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4960
Ruth Street,,1,,St Paul,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,612-940-4470,,4165,Mains'l Services,MN,"CRS/Formerly SLS, Foster Care",,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4165
Hiawatha Ave,,2,,Big Lake,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,612-876-6285,,5355,Mains'l Services,MN,Foster Care,,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5355
McMenemy St.,,1,,Vadnais Heights,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,612-940-4470,Wheelchair,5358,Mains'l Services,MN,Foster Care,,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5358
Bass Lake Rd,,1,,Brooklyn Center,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(763) 358-4703,,5387,Mains'l Services,MN,Foster Care,,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5387
76th Ave,,1,,Brooklyn Park,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(612) 481-9808,,5435,Mains'l Services,MN,Foster Care,,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5435
Lousianna,,1,,Coon Rapids,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(612) 227-7220,,4348,Mains'l Services,MN,"CRS/Formerly SLS, Foster Care",,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4348
7100 Maryland Ave N,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",Brooklyn Park,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,9526498657,Bathroom Hand Rails,3977,Golden Oaks Home Care LLC,MN,CRS/Formerly SLS,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3977
8481 134th Street Court,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Apple Valley,"CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,9526498657,"Stair Lift, Bathroom Hand Rails",5138,Golden Oaks Home Care LLC,MN,"CRS/Formerly SLS, Respite",1:3,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5138
6730 Ewing Ave N,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency",Brooklyn Center,"CADI Waiver, TBI, Elderly Waiver, Private Pay",Weekly Visit,Awake,612-524-8357,,3771,Mission Group Home (18+),MN,In-Home,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3771
5422 W Old Shakope Cir,"Main Floor, Basement /",5,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Positive Support Transition Plan",Bloomington,"DD Waiver, CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Site,Awake,6123511493,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5449,Seed Senior Living LLC,MN,In-Home,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5449
10255 Madison St NE,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Blaine,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Awake,6513679906,"Hospital Bed, Stair Lift, Bathroom Hand Rails",5119,Adequate Home Care LLC,MN,"CRS/Formerly SLS, In-Home, Temporary Care",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5119
790 School Road NW,Main Floor /,1,,Hutchinson,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,Sleep,(320) 587-6277,Bathroom Hand Rails,5531,"Aveyron Homes, Inc.",MN,CRS/Formerly SLS,1:3,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5531
Highway 7 E,Basement /,1,,Hutchinson,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(320) 587-6277,,5530,"Aveyron Homes, Inc.",MN,In-Home,1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5530
9 Northwoods Ave NE,Basement /,1,,Hutchinson,"DD Waiver, CADI Waiver, TBI, Private Pay",On Call,,(320) 587-6277,,5529,"Aveyron Homes, Inc.",MN,In-Home,1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5529
3425 77th Ave N,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",BROOKLYN PARK,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-323-0315,Bathroom Hand Rails,3578,ACE HOMES INC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3578
413 Central ave w,Main Floor /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Saint Paul,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Call,Sleep,6518080349,"Wheelchair, Hoyer Lift, Hospital Bed, Bathroom Hand Rails",5416,Family Home  AFC,MN,Foster Care,1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5416
6808 3rd Ave s,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Richfield,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651 235 3162,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",4365,"RICHFIELD Senior suites, llc",MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite, Out of Metro Crisis Bed",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4365
1586 Seneca Trail,Main Floor /,1,"Self Injurious, Verbal Aggression, Elopement, Positive Support Transition Plan",White Bear Township,Medical Assistance,On Site,Awake,651-357-1102,"Ramp, Hospital Bed, Bathroom Hand Rails",2077,Axis Minnesota,MN,ICF,1:3,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=2077
10774 Regent Avenue North,"Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-886-2828,"Ramp, Bathroom Hand Rails",3753,24 Seven Home Care Inc,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3753
9120 Cambridge Avenue North,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-205-8397,Bathroom Hand Rails,2976,24 Seven Home Care Inc,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=2976
5629 80th Ave North,"Main Floor, Upstairs /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Brooklyn Park,"CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-205-8397,Bathroom Hand Rails,4879,24 Seven Home Care Inc,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=4879
11406 Quebec Avenue N,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure",Champlin,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,7632229450,,3899,Senative Services LLC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite",,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3899
3513 Kyle Avenue N,Upstairs /,1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Crystal,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,763-222-9450,Bathroom Hand Rails,3170,Senative Services LLC,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Temporary Care",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3170
3612 Perry Avenue N,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Robbinsdale,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,7632229450,,3622,Senative Services LLC,MN,"CRS/Formerly SLS, ICF, Foster Care",1:2,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=3622
6714 92nd Bay South,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,6513662730,"Wheelchair, Ramp, Bathroom Hand Rails",5324,Caringhands Home Health Care INC.,MN,"SILS, In-Home, Respite",1:3,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5324
14967 95Th Place North,"Main Floor, Basement /",4,"Self Injurious, Verbal Aggression, Physical Aggression, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Maple Grove,"CADI Waiver, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,612-237-87252,"Wheelchair, Hoyer Lift, Ramp, Hospital Bed, Bathroom Hand Rails",5220,1 on 1 Comprehensive Healthcare Solution,MN,"CRS/Formerly SLS, In-Home, Respite, Out of Metro Crisis Bed",1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5220
xxxx  83rd Ave North,"Basement, Upstairs /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure",Brooklyn Park,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,(763) 501-3737,"Wheelchair, Ramp, Stair Lift, Bathroom Hand Rails",2860,Bethel Pavilion Homecare LLC,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS",2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=2860
5913 Upton Ave N,,3,"Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Alcohol / Chemical Dependency",Brooklyn Center,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,(763) 501-3737,"Wheelchair, Ramp, Hospital Bed, Bathroom Hand Rails",5460,Bethel Pavilion Homecare LLC,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS",2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5460
7535 DOULGAS DRIVE NORTH,"Main Floor, Basement /",3,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency",BROOKLYN PARK,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,(763) 501 3737,"Wheelchair, Ramp, Hospital Bed, Stair Lift, Bathroom Hand Rails",5461,Bethel Pavilion Homecare LLC,MN,"CRS/Formerly SLS, Foster Care, SILS, In-Home",2:4,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5461
4218 Girard Ave N,"Basement, Upstairs /",4,"Verbal Aggression, Undesirable Sexual Behaviors, Emergency Use of Controlled Procedure",MINNEAPOLIS,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",Weekly Visit,Awake,6122268630,Ramp,5258,MN Home Care By Yusra Angel Hand,MN,"CRS/Formerly SLS, ICF, Foster Care, SILS, In-Home, Respite, Temporary Care, Out of Metro Crisis Bed",1:1,"Jul 19, 2023",https://mnopenings.org/profile/housing/?profile=5258
6601  75 1/2 ave,,2,"Self Injurious, Verbal Aggression, Physical Aggression, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",BROOKLYN PARK,"CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",Weekly Visit,Awake,612-295-1409,,3692,AMC CARE INC,MN,"CRS/Formerly SLS, ICF, SILS, In-Home, Respite",1:2,"Jul 18, 2023",https://mnopenings.org/profile/housing/?profile=3692
10586 48th St NE,"Main Floor, Basement /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Albertville,"DD Waiver, CAC, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,651-757-5409,"Wheelchair, Hoyer Lift, Stair Lift, Bathroom Hand Rails",5307,Paradise Adult Foster Care,MN,"CRS/Formerly SLS, Foster Care, In-Home, Respite",1:1,"Jul 18, 2023",https://mnopenings.org/profile/housing/?profile=5307
12512 Skylie Dr.,"Main Floor, Basement /",2,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Positive Support Transition Plan",Burnsville,"DD Waiver, CADI Waiver, TBI, Elderly Waiver, Private Pay, Medical Assistance",On Site,Awake,6512358272,"Wheelchair, Hoyer Lift, Ramp",5418,Lifecare Residential ALF,MN,"CRS/Formerly SLS, SILS, In-Home, Respite, Temporary Care",1:2,"Jul 18, 2023",https://mnopenings.org/profile/housing/?profile=5418
2000 Raymar Court,"Main Floor, Basement, Upstairs /",1,"Self Injurious, Verbal Aggression, Physical Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Burnsville Minnesota,"CAC, CADI Waiver, TBI",On Call,Awake,6127232281,,3582,Caring Friends LLC,MN,"CRS/Formerly SLS, ICF, In-Home",1:3,"Jul 18, 2023",https://mnopenings.org/profile/housing/?profile=3582
6714 92nd Bay South,Main Floor /,2,"Self Injurious, Verbal Aggression, Property Destruction, Elopement, Undesirable Sexual Behaviors, Alcohol / Chemical Dependency, Emergency Use of Controlled Procedure, Positive Support Transition Plan",Cottage Grove,"CAC, CADI Waiver, TBI, Private Pay, Medical Assistance",On Call,Awake,6513662730,"Wheelchair, Ramp, Bathroom Hand Rails",5365,Caringhands Home Health Care INC.,MN,"SILS, In-Home, Respite",1:3,"Jul 18, 2023",https://mnopenings.org/profile/housing/?profile=5365
